0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
object_category ,object_type ,offer_type ,ref_object ,object_street ,object_zip ,object_city ,object_state ,object_country ,object_title ,object_description ,selling_price ,rent_net ,rent_extra ,price_unit ,picture_1_filename ,picture_2_filename ,picture_3_filename ,picture_4_filename ,picture_5_filename ,picture_1_title ,picture_2_title ,picture_3_title ,picture_4_title ,picture_5_title ,picture_1_description ,picture_2_description ,picture_3_description ,picture_4_description ,picture_5_description ,movie_filename ,movie_title ,movie_description ,document_filename ,document_title ,document_description ,url ,agency_id ,agency_name ,agency_name_2 ,agency_reference ,agency_street ,agency_zip ,agency_city ,agency_country ,agency_phone ,agency_mobile ,agency_fax ,agency_email ,agency_logo ,visit_name ,visit_phone ,visit_email ,visit_remark ,publish_until ,destination ,picture_6_filename ,picture_7_filename ,picture_8_filename ,picture_9_filename ,picture_6_title ,picture_7_title ,picture_8_title ,picture_9_title ,picture_6_description ,picture_7_description ,picture_8_description ,picture_9_description ,picture_1_url ,picture_2_url ,picture_3_url ,picture_4_url ,picture_5_url ,picture_6_url ,picture_7_url ,picture_8_url ,picture_9_url ,distance_motorway ,ceiling_height ,hall_height ,maximal_floor_loading ,carrying_capacity_crane ,carrying_capacity_elevator ,isdn ,wheelchair_accessible ,animal_allowed ,ramp ,lifting_platform ,railway_terminal ,restrooms ,water_supply ,sewage_supply ,power_supply ,gas_supply ,municipal_info ,own_object_url ,billing_anrede ,billing_first_name ,billing_name ,billing_company ,billing_street ,billing_post_box ,billing_zip ,billing_place_name ,billing_land ,billing_phone_1 ,billing_phone_2 ,billing_mobile ,billing_language ,publishing_id ,delivery_id ,picture_10_filename ,picture_11_filename ,picture_12_filename ,picture_13_filename ,picture_10_title ,picture_11_title ,picture_12_title ,picture_13_title ,picture_10_description ,picture_11_description ,picture_12_description ,picture_13_description ,picture_10_url ,picture_11_url ,picture_12_url ,picture_13_url ,commission_sharing ,commission_own ,commission_partner ,agency_logo_2 ,number_of_floors ,year_renovated ,flat_sharing_community ,corner_house ,middle_house ,building_land_connected ,gardenhouse ,raised_ground_floor ,new_building ,old_building ,under_building_laws ,under_roof ,swimmingpool ,minergie_general ,minergie_certified ,last_modified ,advertisement_id ,sparefield_1 ,sparefield_2 ,sparefield_3 ,sparefield_4 ,sparefield_5,sparefield_6,sparefield_7,sparefield_8,sparefield_9,sparefield_10
PARK,5,RENT,6,Av. de Lavaux 103 parking int.,1095,Lutry,VD,CH,Aux bords de la Route Cantonale,"Place de parc intérieure no 6 dans garage collectif<br /><br />La TVA 8% sera perçue en plus du loyer pour les personnes n'habitant pas l'immeuble.<br /><br />En cas d'intérêt pour l'objet, merci de nous transmettre les documents suivants:<br /><br />- Demande de location (www.wincasa.ch)<br />- Copie de la carte d'identité ou du permis de séjour<br />- Dernière fiche salaire<br />- Attestation de l'Office des Poursuites",140,140,,MONTHLY,14b2d21d-9b84-4dde-9ec5-1ae54de13f5a.jpg,,,,,Vue extérieure,,,,,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/9ffaf116-03af-4e9e-8016-f90b06e1fd45?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Agence Lausanne,Dussaule Sarah,Av. de Rumine 20,1002,Lausanne,CH,021 310 61 25,,021 310 61 99,,,,,,"Pour les visites prendre contact avec le concierge, Monsieur Homem au 076 501 77 01.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,Y,N,,Y,N,N,N,1/24/2018 13:00,,,,,,,,,,,
PARK,5,RENT,8,Av. de Lavaux 103 parking int.,1095,Lutry,VD,CH,Aux bords de la Route Cantonale,"Place de parc intérieure no 8 dans garage collectif<br /><br />La TVA 8% sera perçue en plus du loyer pour les personnes n'habitant pas l'immeuble.<br /><br />En cas d'intérêt pour l'objet, merci de nous transmettre les documents suivants:<br /><br />- Demande de location (www.wincasa.ch)<br />- Copie de la carte d'identité ou du permis de séjour<br />- Dernière fiche salaire<br />- Attestation de l'Office des Poursuites",140,140,,MONTHLY,d8c7693a-9607-4ee7-ab54-623523d7e446.jpg,,,,,Vue extérieure,,,,,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/c2315030-d3e3-40ea-ad41-9ff2036fc187?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Agence Lausanne,Dussaule Sarah,Av. de Rumine 20,1002,Lausanne,CH,021 310 61 25,,021 310 61 99,,,,,,"Pour les visites prendre contact avec le concierge, Monsieur Homem au 076 501 77 01.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,Y,N,,Y,N,N,N,1/24/2018 13:00,,,,,,,,,,,
INDUS,1,RENT,111,Marktgasse 46A,4900,Langenthal,BE,CH,Hier bekommen Ihre Geschäftsideen mehr Raum!,"Halten Sie Ausschau nach einer neuen Destination für Ihr Business im Herzen von Langenthal? <br /><br />Die Liegenschaft befindet sich in der Fussgängerzone der oberen Marktgasse. Angenehme Mit-Mieter wie Expert Trösch & St. Jakobskellerei im EG oder der Blutspendedienst SRK auf der selben Etage können schon bald Ihre neuen Nachbarn sein. <br /><br />Bisher wurden die Räumlichkeiten als Büro genutzt - die Nutzung als Praxis ist durchaus möglich. <br /><br />Einige Eckdaten:<br /><br />- Zurzeit in 3 Räume mit Leichtbauwänden unterteilt<br />- Anschlüsse für Einbau von Küche vorhanden<br />- Teppich neu mit Kabelkanälen<br />- WC-Anlage zur Alleinbenutzung<br />- Schöne, helle Räumlichkeiten mit Erker<br />- Lift im Hause<br />- Gute Auffindbarkeit an zentraler Lage<br />- Öffentliche Parkplätze für Ihre Mitarbeiter in unmittelbarer Nähe<br /><br />- Raumaufteilung kann individuell angepasst werden<br />- Grundrissplan als PDF unter Dokumentation einsehbar<br /><br />Wir freuen uns auf Ihren Anruf!",,,,M2YEARLY,10c7af5f-c61c-4eff-b0d0-470c78311a8d.jpg,4c49c180-9b9c-4d48-80a7-58cf301030b6.jpg,34ea38d3-1bfa-4e9d-828c-37b10485f5cb.jpg,a2e81b79-69c4-4b25-8f57-dc2c84f5895c.jpg,f7ef4b51-82b5-43bd-9900-2976cd642dcb.jpg,Aussenansicht,Aussenansicht,Aussenansicht,Innenansicht,Innenansicht,,,,,,,,,,,,,wic,,Wincasa Filiale Olten,Rodenstock-Mülverstedt Antje,Aarauerstrasse 11 / Postfach,4601,Olten,CH,062 287 82 63,,062 287 82 99,,,,,,,,,e997df39-b1c8-4f0d-82ca-5049957a6002.jpg,,,,Grundriss,,,,,,,,,,,,,,,,,,,,,,,N,Y,Y,N,,Y,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,101,Reckholderstr. 4,4222,Zwingen,BL,CH,Wohnen im Grünen -  Winteraktion!,"Wir schenken Ihnen die 1. Monatsmiete!<br /><br />Diese helle Wohnung befindet sich in einer ruhigen und kinderfreundlichen Überbauung im ländlichen Zwingen und verfügt über folgende Einrichtungen: <br /><br />- Wohnzimmer mit Parkettboden<br />- Küche mit Geschirrspülmaschine und Glaskeramikherd<br />- Bad mit WC und Badewanne<br />- Grosser Balkon<br />- Keller- und Estrichabteil<br />- ÖV und Autobahn in der Nähe<br />- Einkaufsmöglichkeiten in der Umgebung<br />- kein Lift<br />- Einstellplatz kann separat  dazu gemietet werden<br /> <br />Bitte beachten Sie, die gezeigten Bilder präsentieren lediglich den Ausbaustandart der Wohnung und zeigen Räumlichkeiten einer vergleichbaren Wohnung in der gleichen Liegenschaft.<br /><br />Wir freuen uns auf Ihre Anfrage!",1490,1240,250,MONTHLY,c29a7da0-dbe8-4a80-81cb-26ac7baeca19.jpg,e60ec207-c954-4faa-848f-092237a79468.jpg,6a183893-d083-4d40-9440-84798058f3ff.jpg,3669671b-dd8f-470e-8726-d2191ae9d0ed.jpg,7414ff79-bdf7-4f52-a0d5-8036746d4a80.jpg,Aussenansicht,Aussenansicht,Aussenansicht,Balkon/Terrasse/Sitzplatz,Aussicht,,,,,,,,,,,,http://grienweg-reckholderstrasse-strengenfeld-zwingen.wincasaweb.ch/,wic,,Wincasa Filiale Basel,Oehler Esther,Hardstr. 11,4002,Basel,CH,061 270 90 81,,,,,,,,"Herr Lucas Quintillan, Bewirtschafter, Tel. 061 270 90 77<br />",,,4da4e726-7e32-44e8-aef3-501d39781a7d.jpg,,,,Grundriss,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
SECONDARY,0,RENT,9001,Reckholderstr. 10,4222,Zwingen,BL,CH,Bastelräume zu vermieten,"Wir vermieten nach Vereinbarung diverse Bastelräume ausschliesslich für den privaten Gebrauch.  Grössen  (17, 21,  22 oder 23 m2) verfügbar.<br /><br />- kein Lift<br />- Einstellplatz kann dazu gemietet werden<br /><br />Wir freuen uns auf Ihre Anfrage!",140,100,40,MONTHLY,c29a7da0-dbe8-4a80-81cb-26ac7baeca19.jpg,,,,,Aussenansicht,,,,,,,,,,,,,,,,http://grienweg-reckholderstrasse-strengenfeld-zwingen.wincasaweb.ch/,wic,,Wincasa Filiale Basel,Oehler Esther,Hardstr. 11,4002,Basel,CH,061 270 90 81,,,,,,,,Hauswart Herr Weissgräber / Tel. 079 821 33 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
SECONDARY,0,RENT,9001,Strengenfeldweg 1,4222,Zwingen,BL,CH,grosszügiger Bastelraum,Wir vermieten einen grossen Bastelraum mit 25 m2 ausschliesslich für privaten Gebrauch. Auch andere Grössen verfügbar.<br /><br />- Kein Lift<br />- Einstellplatz kann bei Bedarf dazu gemietet werden<br /><br />Wir freuen uns auf Ihre Anfrage!,165,115,50,MONTHLY,23bcd910-1e3c-4925-b635-48fbbd1441ee.jpg,,,,,Aussenansicht,,,,,,,,,,,,,,,,http://grienweg-reckholderstrasse-strengenfeld-zwingen.wincasaweb.ch/,wic,,Wincasa Filiale Basel,Oehler Esther,Hardstr. 11,4002,Basel,CH,061 270 90 81,,,,,,,,Hauswart Herr Weissgräber 079 821 33 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,102,Strengenfeldweg 3,4222,Zwingen,BL,CH,Aktion erste Nettomiete geschenkt!,Wir schenken Ihnen die 1. Monatsmiete!<br /><br />Diese helle Wohnung befindet sich in einer ruhigen und kinderfreundlichen Überbauung im ländlichen Zwingen und verfügt über folgende Einrichtungen: <br /><br />- Wohnzimmer mit Parkettboden<br />- Küche mit Geschirrspülmaschine und Glaskeramikherd<br />- frisch saniertes Badezimmer<br />- Grosser Balkon<br />- Keller- und Estrichabteil<br />- ÖV und Autobahn in der Nähe<br />- Einkaufsmöglichkeiten in der Umgebung<br />- kein Lift<br />- Einstellplatz kann separat  dazu gemietet werden<br /><br />Wir freuen uns auf Ihre Anfrage!,1510,1260,250,MONTHLY,b87c5e2a-2d05-4214-9a65-7007fb542933.jpg,ca426751-f356-44e2-a360-7ef668275116.jpg,e0c4a636-ff48-44cb-a444-268569bd003a.jpg,f607395c-0cb0-4e04-ab22-c4ee1f6ccfa6.jpg,6361eae1-5dd5-4539-b25c-12b0c324c349.jpg,Aussenansicht,Innenansicht,Innenansicht,Küche,Bad,,,,,,,,,,,,http://grienweg-reckholderstrasse-strengenfeld-zwingen.wincasaweb.ch/,wic,,Wincasa Filiale Basel,Oehler Esther,Hardstr. 11,4002,Basel,CH,061 270 90 81,,,,,,,,"Lucas Quintillan, Bewirtschafter, 061 270 90 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,201,Strengenfeldweg 3,4222,Zwingen,BL,CH,Profitieren Sie jetzt!,"Mit dem Vertragsabschluss schenken wir Ihnen 1 gratis Nettomiete. <br /><br />Die Wohnung befindet sich in einer ruhigen Überbauung mit begrüntem Innenhof und Kinderspielplätzen. <br /><br />Sie verfügt über folgende Ausstattung:<br /><br />- Alle Wohn-/Schlafzimmer mit Parkett<br />- Küche mit Geschirrwaschmaschine und Glaskeramikherd<br />- Bad/WC und separate Dusche/WC<br />- Grosser Balkon <br />- Keller- und Estrichabteil<br />- Einstellplätze anmietbar<br />- kein Lift<br /><br />Bitte beachten Sie, die gezeigten Bilder präsentieren lediglich den Ausbaustandart der Wohnung und zeigen Räumlichkeiten einer vergleichbaren Wohnung in der gleichen Liegenschaft.<br /><br />Wir freuen uns auf Ihre Anfrage!",1710,1410,300,MONTHLY,2c599673-a385-4396-ab9a-b0722c52181d.jpg,f206131b-f212-47a9-8d1f-5154a9737c67.jpg,4b869b2b-60a3-4baa-ae5b-e3de937242e1.jpg,1828f0c5-96b0-4fdf-a895-5930ee9e2309.jpg,4136e664-ff7a-45b4-a769-048b334886b1.jpg,Aussenansicht,Aussenansicht,Aussenansicht,Wohnzimmer,Küche,,,,,,,,,1f4d3f87-2828-440b-ba2f-7a7751a3c099.pdf,Grundriss,,http://grienweg-reckholderstrasse-strengenfeld-zwingen.wincasaweb.ch/,wic,,Wincasa Filiale Basel,Oehler Esther,Hardstr. 11,4002,Basel,CH,061 270 90 81,,,,,,,,,,,8118c145-ae28-402e-ab5c-7bc3849940bc.jpg,d0880164-70a4-4398-bc2f-35d05b23e45e.jpg,d2aa6451-c7ca-474c-bd49-439d286c8660.jpg,66331c5b-d39f-4c50-8985-da703f1ea983.jpg,Bad,Bad,Zimmer,Korridor,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,201,Grienweg 8,4222,Zwingen,BL,CH,Ruhige Wohnung im Grünen,"Winteraktion! 1. Monatsmiete gratis<br /><br />- Entrée, Sanitär und Küche mit Plattenboden<br />- Küche mit GWM und Glaskeramik<br />- Wohnzimmer Parkett<br />- Bad mit WC<br />- grosser Balkon<br />- Kellerabteil<br />- grosser Estich<br />- gepflegte kinderfreundliche Anlage<br />- Entrée mit Einbauschrank<br />- ÖV und Autobahn in der Nähe<br />- Einkaufsmöglichkeiten in der Umgebung<br />- kein Lift<br />- Einstellplatz kann kann für Fr. 110.00/mtl. dazugemietet werden<br />- Bastelräume mit Lavabo können dazugemietet werden<br /><br />Bitte beachten Sie, die gezeigten Bilder präsentieren lediglich den Ausbaustandart der Wohnung und zeigen Räumlichkeiten einer vergleichbaren Wohnung in der gleichen Liegenschaft.<br /><br />Wir freuen uns auf Ihre Anfrage!",1540,1270,270,MONTHLY,bc9997c9-0e04-4827-9274-b96062230176.jpg,bfb7d9e7-7b58-45bc-b3f5-3db78ca7263d.jpg,fe9adfd8-a5d7-42a6-b33e-afaea834197a.jpg,35ac1986-9f29-412f-aba7-21f8c8238e4e.jpg,4c48a7ea-0692-4c8f-bb6f-823f439e8bae.jpg,Aussenansicht,Küche,Bad,Zimmer,Balkon/Terrasse/Sitzplatz,,,,,,,,,e5d37a68-bb5c-4b44-9f32-74870ea4b6a9.pdf,Grundriss,,http://grienweg-reckholderstrasse-strengenfeld-zwingen.wincasaweb.ch/,wic,,Wincasa Filiale Basel,Oehler Esther,Hardstr. 11,4002,Basel,CH,061 270 90 81,,,,,,,,Frau Cardinale Mirella - Tel. 076 331 21 28 oder 061 631 61 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,2,Grienweg 10,4222,Zwingen,BL,CH,Gemütliche 3.5 Zimmer-Wohnung,"In der sehr gepflegten und schönen Liegenschaft vermieten wir eine 3.5-Zimmerwohnung im Erdgeschoss. Die verschiedenen Gebäude der Überbauungen vermitteln eine ruhige und angenehme Atmosphäre. Die offene Bebauung bietet sich als Begegnungszone für Jung und Alt an und die Kinder <br /><br />Winteraktion! 1. Monatsmiete gratis<br /><br />- Offene Küche mit GWM und Glaskeramik <br />- Bad mit WC und Dopppellavabo und Badewanne<br />- Wohn- und Schlafzimmer mit Parkettboden<br />- Terrasse<br />- Kellerabteil<br />- Grosser Estich<br />- gepflegte kinderfreundliche Anlage<br />- Entrée mit Einbauschrank<br />- Waschmaschine und Tumbler zur Mitbenützung<br />- ÖV und Autobahn in der Nähe<br />- Einkaufsmöglichkeiten in der Umgebung<br />- Kein Lift<br /><br /> Einstellplatz kann kann für Fr. 110.00/mtl. dazugemietet werden.<br /> Bastelräume mit Lavabo können ebenfalls dazugemietet werden.<br /><br />Bitte beachten Sie, dass die gezeigte Bilder den ausbaustandard einer vergleichbaren Wohnung in der gleichen Liegenschaft präsentieren.<br /><br />Wir freuen uns auf Ihre Anfrage!",1492,1300,192,MONTHLY,37e767da-d3db-444c-9621-8b23037ab376.jpg,55b9e8f6-7078-4538-be2e-e711154b6a88.jpg,b4814cc1-1eff-45b6-bd2f-3e97eaa9213c.jpg,425c3343-bd65-4800-9422-a7a940dddfc1.jpg,739373e4-8d4a-4f5e-a141-e55bc6c4e9ff.jpg,Aussenansicht,Aussenansicht,Aussenansicht,Küche,Bad,,,,,,,,,8a3f1aab-b2b9-4bfa-858a-a8ce38d0d36e.pdf,Grundriss,,http://grienweg-reckholderstrasse-strengenfeld-zwingen.wincasaweb.ch/,wic,,Wincasa Filiale Basel,Oehler Esther,Hardstr. 11,4002,Basel,CH,061 270 90 81,,,,,,,,Herr Moos - 079 641 23 42,,,59f71b33-1a3e-44cd-a832-d7fa7c58c499.jpg,,,,Zimmer,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
PARK,5,RENT,1,"EH Grienweg 14a, Zwingen",4222,Zwingen,BL,CH,Einstellplätze zu vermieten,Wir vermieten per sofort oder nach Vereinbarung in der Überbauung Strengenfeld diverse Einstellplätze. <br /><br />Bei Interesse freuen wir uns auf ihre Kontaktaufnahme!,110,110,,MONTHLY,c31dc981-2b80-40b9-bdab-19810445fc8f.jpg,,,,,Aussenansicht,,,,,,,,,,,,,,,,http://grienweg-reckholderstrasse-strengenfeld-zwingen.wincasaweb.ch/,wic,,Wincasa Filiale Basel,Oehler Esther,Hardstr. 11,4002,Basel,CH,061 270 90 81,,,,,,,,Hauswart - Herr Weissgräber - Tel. 079 821 33 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
INDUS,3,RENT,205,Bälliz 62,3600,Thun,BE,CH,Platz für Ihre Werbung!,"Im Treppenhaus der Geschäftsliegenschaft Bälliz 62, Thun, vermieten wir per sofort oder nach Vereinbarung eine praktische Vitrine.<br /><br />- 24h Beleuchtung<br />- Im Zentrum<br />- Kurze Kündigungsfristen<br /><br />Der Mietzins pro Monat beträgt Fr. 25.- zzgl. MWST<br /><br />Für ergänzende Auskünfte stehen wir Ihnen sehr gerne zur Verfügung - rufen Sie uns einfach an!",,,,M2YEARLY,e877d22e-34c3-49f3-881e-59a207d8cd95.jpg,48cc507f-f12e-445b-af63-a29122a5e095.jpg,,,,Aussenansicht,Innenansicht,,,,,,,,,,,,,,,,wic,,Wincasa Filiale Bern,Marchiano Nicole,Laupenstr. 19 / Postfach,3001,Bern,CH,031 385 86 91,,031 385 86 99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,Y,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,Y,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,2,RENT,1307,Am Eulachpark 35,8404,Winterthur,ZH,CH,Sie suchen das Spezielle?,- Bodenbeläge Riemenparkett<br />- Raumhohe Fenster<br />- 2 Balkone<br />- grosszügige offene Küche mit Geschirrspüler und Glaskeramik<br />- Reduit mit Waschturm (WA/WT)<br />- Bad/WC mit Doppellavabo 2.OG<br />- Dusche/WC 1.OG<br />- Lift<br />- Ha,3040,2750,290,MONTHLY,c71e469d-eb76-43f1-a515-324510d59be9.jpg,c7d47a8f-11f7-4e0b-a9dc-44fe5f15b43d.jpg,93f77ba8-d363-41cd-a2d2-09ede8e2465e.jpg,d8f5e38b-daf9-422b-bdc4-70c4a47ab7e4.jpg,fae9f5b3-7278-48eb-b9e0-86e2ed059c50.jpg,Aussenansicht,Aussenansicht,Küche,Küche,Bad,,,,,,,,,,,,http://www.ameulachpark.ch/,wic,,Wincasa Filiale Winterthur,Chkhenkeli Beka,Technikumstr. 61,8401,Winterthur,CH,052 268 88 59,,052 268 88 44,,,,,,"Vielen Dank für Ihr Interesse an unserem Objekt.<br /><br />Die Besichtigung findet wie folgt statt:<br />- Donnerstag, 18.01.2018, 18:00 – 19:00 Uhr <br />- Mittwoch, 24.01.2018, 18:00 – 19:00 Uhr <br />Bitte melden Sie sich bei unserem MieterHerr und Frau Wegmüller.",,,cb542a3c-5bf8-473a-b8b7-1d75a8cf9cd2.jpg,,,,Grundriss,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,2,RENT,1310,Am Eulachpark 35,8404,Winterthur,ZH,CH,Raum für anspruchsvolle Wohnwünsche,- Neubau 2006 <br />- Bodenbeläge Riemenparkett<br />- Raumhohe Fenster<br />- Waschturm im Reduit<br />- Bad/WC mit Doppellavabo<br />- Dusche/WC<br />- Lift<br />- Balkon<br />- Haustierhaltung auf Anfrage<br /><br />Einstellplätze vorhanden CHF 145.0,2850,2580,270,MONTHLY,adc5bc87-cd66-4adb-b523-04200ffe8fc8.jpg,e02175fd-0053-4985-bc8f-93eac4ba7c81.jpg,e8a0ec19-d9c3-4002-882a-807c9ec6f52e.jpg,6b9c9e4d-071a-4361-86bc-5a3deb17532b.jpg,fc326fe6-bc12-428f-92a3-cdd34dec04f2.jpg,Aussenansicht,Aussenansicht,Innenansicht,Küche,Bad,,,,,,,,,,,,http://www.ameulachpark.ch/,wic,,Wincasa Filiale Winterthur,Chkhenkeli Beka,Technikumstr. 61,8401,Winterthur,CH,052 268 88 59,,052 268 88 44,,,,,,Für die Vereinbarung eines Besichtigungstermins melden Sie sich bitte bei Herr Garofalo. Er ist von 08.00 Uhr bis 17.00 Uhr unter Tel. 052 262 62 10 erreichbar.,,,9d282463-0f83-4801-b12e-b973c4c5500b.jpg,95f2c2ce-6668-46a7-85d2-4237da0684ac.jpg,2ceabe06-dbd0-44d4-b731-0943d3a694e5.jpg,,Bad,Diverse,Grundriss,,,,,,,,,,,,,,,,,,,,,Y,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
PARK,5,RENT,8002,Am Eulachpark 11 - 49,8404,Winterthur,ZH,CH,Verfügbare Einstellplätze!,Diverse Auto-Einstellplätze in grosszügiger Tiefgarage zu vermieten.<br />Zuzüglich 8% MWST für externe Mieter.,145,145,,MONTHLY,fcbc7fef-d666-4782-b06f-7b1ed0e44d23.jpg,b32adad0-42a7-4a33-8765-6c96d64dcf2c.jpg,,,,Aussenansicht,Diverse,,,,,,,,,,,,,,,http://www.ameulachpark.ch/,wic,,Wincasa Filiale Winterthur,Chkhenkeli Beka,Technikumstr. 61,8401,Winterthur,CH,052 268 88 59,,052 268 88 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
APPT,1,RENT,210,Taleggstrasse 5,8953,Dietikon,ZH,CH,Gestalten Sie Ihre eigenen 4 Wände,Wir vermieten ab 1. Februar 2018 eine attraktive Wohnung in Dietikon:<br /><br />- Küche mit Glaskeramikherd und Geschirrspüler <br />- Offener Essbereich<br />- Modernes Badezimmer<br />- Wohnzimmer mit Parkett  <br />- Grosser Balkon<br />- Ruhige Lage mit Aussicht auf den Heitersberg<br />- Einkaufsmöglichkeiten in unmittelbarer Nähe<br />- Ideale Verkehrsanbindung<br /><br /><br />Einstellplätze für <br />CHF120.- / Monat verfügbar<br /><br />Die inserierten Bilder zeigen den Standard und können vom effektiven Grundriss abweichen.<br /><br />Wir freuen uns auf Ihre Anfrage!,1817,1540,277,MONTHLY,c54683b1-125f-4ca4-8e12-94ae8e096eca.jpg,ce8a5f1a-7163-48e4-b5c2-bdf1743e9a6d.jpg,0c2720f9-ac35-4dfa-95d4-29c5e61b1905.jpg,2fd869ab-e5cb-4db2-a8ab-35544f0ccdb2.jpg,8ebcf68a-c5a4-42c6-b60c-75c03649e39a.jpg,Aussenansicht,Küche,Bad,Balkon/Terrasse/Sitzplatz,Grundriss,,,,,,,,,,,,https://www.mywincasa.ch/go/rent/cf07b143-45b1-42bf-b7e1-6f14fffd029f?utm_campaign=idx&utm_source=owp&utm_medium=website,wic,,Wincasa Filiale Baden,Fazzino Riccardo,Badstr. 4,5400,Baden,CH,056 404 83 13,,056 404 83 99,,,,,,"Herr Garcia<br />Taleggstrasse 5, 8953 Dietikon<br />Natel: 079 819 63 26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,N,,N,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,N,N,N,,,N,N,,N,N,N,N,1/24/2018 13:00,,,,,,,,,,,
